source_column	line_no	reason	line
p030-c02	50	NO_MATCH	"uctum 65, 34 o dius
p030-c02	55	NO_MATCH	ipefeoit YO, 91 offendit
p030-c03	13	NO_MATCH	(0, 5
p030-c03	25	NO_MATCH	», 63
p030-c03	37	NO_MATCH	,92
p030-c03	42	NO_MATCH	à milia 61, 77
p030-c03	45	NO_MATCH	.65, 47?
p030-c03	49	NO_MATCH	L6, 38
p030-c03	52	NO_MATCH	L06, 67
p030-c03	70	NO_MATCH	: 33, 67
p030-c03	74	NO_MATCH	E
p030-c03	76	NO_MATCH	; 88
p030-c03	77	NO_MATCH	i
p030-c03	85	NO_MATCH	, 18; 130, 58
p030-c03	88	NO_MATCH	, 60
p030-c03	89	NO_MATCH	, 15
p030-c03	90	NO_MATCH	. 18, 76
p031-c00	1	NO_MATCH	olla v. aula
p031-c00	9	NO_MATCH	omaius (?) 51, 78
p031-c00	57	NO_MATCH	oplectis v. oplopaect
p031-c00	71	NO_MATCH	optime de republica
p031-c00	73	NO_MATCH	optime de republica
p031-c01	1	NO_MATCH	optime de republica poy
p031-c01	14	NO_MATCH	, 99) oraculum 64, 52
p031-c01	21	NO_MATCH	) orbis totus 52, 96
p031-c01	24	NO_MATCH	(esu 52, 93
p031-c01	25	NO_MATCH	), 52 orchestra 106, 68
p031-c01	27	NO_MATCH	orcista v. orchestra
p031-c01	52	NO_MATCH	(51 [or 14, 97
p031-c01	66	NO_MATCH	O, 44 orticomita v. ortygomet
p031-c02	3	NO_MATCH	(8 Oscidates campestres 87, 80
p031-c02	21	NO_MATCH	, 2 ostiarius 55, 40; 100, 41
p031-c02	23	NO_MATCH	, 9 ostium 55, 39; 100, 40
p031-c02	48	NO_MATCH	I9 paedagogus 6, 33
p031-c02	56	NO_MATCH	(menula 97, 13
p031-c02	57	NO_MATCH	Paeryneus v. Pyrenaeus
p031-c02	68	NO_MATCH	SL, palatium 59, 84; 90, 56
p031-c02	73	NO_MATCH	Palinuster v. Palinurus
p031-c03	43	NO_MATCH	pannucularia v. pannoclaréa
p031-c03	76	NO_MATCH	!
p032-c00	1	NO_MATCH	parapsidus (i.c. parasitus) p
p032-c00	4	NO_MATCH	sidus ef paradisus p
p032-c00	29	NO_MATCH	] partus 91, 95 p
p032-c00	64	NO_MATCH	) patientia 32, 51* p
p032-c00	75	NO_MATCH	Comm. not. tir.
p032-c01	1	NO_MATCH	——- 101
p032-c01	56	NO_MATCH	eculus (?) 40, 99* perci
p032-c01	61	NO_MATCH	ederus x. paederos perec
p032-c01	70	NO_MATCH	'educaeus 117, 94 peret
p032-c02	1	NO_MATCH	"a 99, 23 perdicit
p032-c02	3	NO_MATCH	» 99, 22 perdidit
p032-c02	4	NO_MATCH	; 90, 58 perdit 1
p032-c02	5	NO_MATCH	)onnesum 117, 96 perdixit
p032-c02	7	NO_MATCH	um c. Peloponnesum perdoles:
p032-c02	15	NO_MATCH	v. Paean peregre
p032-c02	23	NO_MATCH	; 20, 104 perendin
p032-c02	24	NO_MATCH	; ipsum 60, 13* perennis
p032-c02	40	NO_MATCH	"ib 35,1 pertricat
p032-c02	41	NO_MATCH	"it 91, 94 perfriger
p032-c02	62	NO_MATCH	üreuitu 96, 20° periculos
p032-c02	71	NO_MATCH	currit: 27, 294 perinieui
p032-c02	80	NO_MATCH	leos deasque immortales per lege
p032-c03	11	NO_MATCH	; 39, 53
p032-c03	45	NO_MATCH	üentiam 32,14
p032-c03	84	NO_MATCH	, 13; 29, 52
p032-c03	85	NO_MATCH	?) 105, 72*
p033-c00	4	NO_MATCH	per memet ipsum
p033-c00	39	NO_MATCH	per prima pascha :
p033-c00	45	NO_MATCH	perrigit, perrexit, p
p033-c00	52	NO_MATCH	perscrutatur, 76, 1
p033-c01	11	NO_MATCH	» pertendit 11, 83
p033-c01	17	NO_MATCH	perümuit 45, 10
p033-c01	18	NO_MATCH	perünas 83, 67
p033-c01	34	NO_MATCH	perum c. pirum
p033-c01	42	NO_MATCH	pervénit 20, 53
p033-c01	48	NO_MATCH	i? pervigil. 63, 69
p033-c01	53	NO_MATCH	pessime de republica m
p033-c01	55	NO_MATCH	pessime de republica [
p033-c01	65	NO_MATCH	* pestinuntiae 25, 95
p033-c01	71	NO_MATCH	! petra 110, 8G
p033-c01	73	NO_MATCH	; Petreius 118, 18
p033-c02	1	NO_MATCH	- 102 —
p033-c02	3	NO_MATCH	petrotum (?) 107, 66
p033-c02	6	NO_MATCH	. 121, 109; 124, 10; 12
p033-c02	15	NO_MATCH	Pharisaeus (?) 134, 133
p033-c02	31	NO_MATCH	'Philomela 118, 22
p033-c02	37	NO_MATCH	Diironimans (zvoezrópevog
p033-c02	57	NO_MATCH	; 79; piaculum. 65, 45
p033-c03	5	NO_MATCH	*. pinguis 96, 88
p033-c03	11	NO_MATCH	pinula v. paenula
p033-c03	42	NO_MATCH	(6 pix 102, 10
p033-c03	44	NO_MATCH	pixies (pyxiespro—ides?)05,1
p033-c03	47	NO_MATCH	?) placat 64, 39
p033-c03	55	NO_MATCH	placula ve. plagula
p033-c03	87	NO_MATCH	Pledius (?) 117, 72
p034-c00	62	NO_MATCH	! pomiternm 105, 40 p
p034-c01	1	NO_MATCH	. 108
p034-c01	3	NO_MATCH	üfex 55, 25 pr
p034-c01	4	NO_MATCH	vomtifex — 55, E. M i
p034-c01	5	NO_MATCH	ionüfex noster 55, 95 j M
p034-c01	11	NO_MATCH	?opilius: 117, 77 post:
p034-c01	13	NO_MATCH	'oplites 79, ad post
p034-c01	16	NO_MATCH	'opulo plebique Romano 2: ? post
p034-c01	20	NO_MATCH	'opulus 23, 87 23. 88 pote
p034-c01	33	NO_MATCH	'orsenna. 118, 4 poti
p034-c01	39	NO_MATCH	orüo 91, 30 2 prae
p034-c01	44	NO_MATCH	oscit $5,9 prae
p034-c01	70	NO_MATCH	ost dies paucos M praec
p034-c02	11	NO_MATCH	'emum 61, 95 pracesni
p034-c02	15	NO_MATCH	"manus 117, 85^ praefata
p034-c02	20	NO_MATCH	: d, 65 praefect
p034-c02	21	NO_MATCH	s esse d, 73 pricfect
p034-c02	35	NO_MATCH	»cnit 73, 49 praeicit
p034-c02	36	NO_MATCH	requat v. peraequat praeiecit
p034-c02	45	NO_MATCH	“dit 11, 46 praemiu
p034-c02	54	NO_MATCH	]amat 56, 19* praenunt
p034-c02	62	NO_MATCH	ordia +4, 60 praeponi
p034-c02	64	NO_MATCH	rudescit £9, 25 praeposu
p034-c02	76	NO_MATCH	ücat 67, 9 praeserib
p034-c02	79	NO_MATCH	üssellum (27) 37, 94? — praesenta
p034-c03	6	NO_MATCH	nab At, 11
p034-c03	8	NO_MATCH	t6, 78
p034-c03	10	NO_MATCH	I8, 37
p034-c03	14	NO_MATCH	ü 102, 94)
p034-c03	21	NO_MATCH	r SM
p034-c03	40	NO_MATCH	(13, 54
p034-c03	54	NO_MATCH	. 00, 16°
p034-c03	80	NO_MATCH	[51,30
p034-c03	82	NO_MATCH	(0, 45
p034-c03	85	NO_MATCH	rum o1, 92
p034-c03	89	NO_MATCH	uim £5, 21"
p034-c03	93	NO_MATCH	PS, 247 1
p034-c03	96	NO_MATCH	am oo, 9S"
p034-c03	101	NO_MATCH	üt 7.6
p034-c03	105	NO_MATCH	XS \
p035-c00	6	NO_MATCH	praesidet, praesedit
p035-c00	10	NO_MATCH	praesolet r. persole
p035-c00	71	NO_MATCH	precum (?) 67, 4
p035-c00	76	NO_MATCH	,
p035-c01	2	NO_MATCH	, pressicium 24, 23
p035-c01	8	NO_MATCH	) Priamus 130, 72
p035-c01	10	NO_MATCH	Í prima feria 123, 226
p035-c01	19	NO_MATCH	) primordium 32, 8
p035-c01	29	NO_MATCH	prior palatio (?) 59, 8
p035-c01	49	NO_MATCH	: probrat 42, 69?
p035-c01	60	NO_MATCH	proceris z. proceres
p035-c02	1	NO_MATCH	- 104 — —
p035-c02	9	NO_MATCH	! prodesse 4, 56
p035-c02	13	NO_MATCH	) prodesset 4, 57
p035-c02	20	NO_MATCH	pro deum atque hominu
p035-c02	24	NO_MATCH	pro deum hominum fide
p035-c02	27	NO_MATCH	prodifragium v. podifragim
p035-c02	31	NO_MATCH	pro dü deaeque 58, 55
p035-c02	32	NO_MATCH	pro dii deaeque immortal
p035-c02	43	NO_MATCH	‘ profanum 58, 41; 74, 55
p035-c02	57	NO_MATCH	profügit 26, 25°
p035-c03	10	NO_MATCH	promentarium v. promptua-
p035-c03	21	NO_MATCH	n promitüt 23, 20
p035-c03	31	NO_MATCH	'5s pronomen 21, 78
p036-c00	1	NO_MATCH	w
p036-c00	68	NO_MATCH	providenüa 25, 47 p
p036-c00	84	NO_MATCH	: provolvit 75, 89 p
p036-c00	110	NO_MATCH	Comm. not tir.
p036-c00	112	NO_MATCH	i
p036-c01	26	NO_MATCH	ublius Scipio Africanus putea
p036-c01	31	NO_MATCH	udieiüa 52, 17 putet
p036-c01	53	NO_MATCH	ulenta v. pulmenta pyxis
p036-c01	72	NO_MATCH	umum ?. pomum quad
p036-c02	52	NO_MATCH	quam sir
p036-c02	54	NO_MATCH	quam si
p036-c02	55	NO_MATCH	Q. quam su
p036-c02	75	NO_MATCH	"ga 112, 76 quare 4,
p036-c03	8	NO_MATCH	üs 109, 96
p036-c03	13	NO_MATCH	Í
p036-c03	21	NO_MATCH	.9, 08
p036-c03	24	NO_MATCH	fe), 83)
p036-c03	32	NO_MATCH	, 29, 40
p036-c03	38	NO_MATCH	A6
p036-c03	53	NO_MATCH	. 3, 10
p036-c03	66	NO_MATCH	Sb oe)
p036-c03	72	NO_MATCH	, 16
p036-c03	81	NO_MATCH	"uuque 5. 19
p037-c00	21	NO_MATCH	quattuor evangelia ;
p037-c00	44	NO_MATCH	quibus civitatibus
p037-c00	47	NO_MATCH	quibuscumque causi
p037-c00	48	NO_MATCH	quibuscumque rebu
p037-c00	53	NO_MATCH	quibus fideiussoribu
p037-c00	60	NO_MATCH	quibuspiam rebus
p037-c00	62	NO_MATCH	quibus rebus civita
p037-c00	64	NO_MATCH	quibus rebus civitat
p037-c00	67	NO_MATCH	quicquam aliud qua
p037-c01	1	NO_MATCH	» quidpiam 3, 81
p037-c01	12	NO_MATCH	quindecimvin sacris fa
p037-c01	45	NO_MATCH	(90 quipiam 3, 66
p037-c01	46	NO_MATCH	} quippe 8, 82
p037-c01	48	NO_MATCH	: 9,92 Quirinalis 55, 68
p037-c01	50	NO_MATCH	, 89 Quirites 74, 43
p037-c01	56	NO_MATCH	? quisquam 9, 54
p037-c01	58	NO_MATCH	,90 quis umquam 3, 45?
p037-c01	60	NO_MATCH	)» 91 quocum 3, 18
p037-c01	66	NO_MATCH	, 48 quodeumque 5, 32
p037-c01	67	NO_MATCH	m49,49 quoddam 3, 33
p037-c01	74	NO_MATCH	(quondam 3,35
p037-c02	1	NO_MATCH	. 106 ——
p037-c02	3	NO_MATCH	quooque v. quousque
p037-c02	10	NO_MATCH	quorum. nomina reparation
p037-c02	11	NO_MATCH	subter tenentur insert
p037-c02	13	NO_MATCH	clen- quorum nomina subter te
p037-c02	15	NO_MATCH	dpecunm nomina vel signé
p037-c02	16	NO_MATCH	, eula subter tenentur ir
p037-c02	23	NO_MATCH	' quotquot v. quodquod
p037-c02	26	NO_MATCH	j? quousque tandem abuter
p037-c02	27	NO_MATCH	Catilina, patientia nostr
p037-c02	32	NO_MATCH	, 98 qurvat 91, 74
p037-c02	35	NO_MATCH	— rabbi 6, 32°
p037-c02	40	NO_MATCH	, 29° Rachel 119, 88°; 121, 31
p037-c02	41	NO_MATCH	, B2) 124,88; 125,49; 129, 6c
p037-c02	58	NO_MATCH	ramnus v. rhamnus
p037-c03	1	NO_MATCH	[
p037-c03	3	NO_MATCH	'rastrum 102, 79
p037-c03	8	NO_MATCH	rationabilis £2, 24
p037-c03	11	NO_MATCH	à rationator £2, 21
p037-c03	13	NO_MATCH	- ratiuncula 42, 19
p037-c03	15	NO_MATCH	- raucor 118,39*
p037-c03	16	NO_MATCH	- Rancus 118, 39; 130, 100
p037-c03	41	NO_MATCH	; recens 91, 16
p037-c03	42	NO_MATCH	; recenset 37, 8
p037-c03	49	NO_MATCH	recimus v. recinus
p037-c03	50	NO_MATCH	recinaculum v. retinaculum
p037-c03	72	NO_MATCH	recondit, recondidit 12, 89
p038-c00	1	NO_MATCH	t
p038-c00	2	NO_MATCH	‘ xecoxit 103, 54 n
p038-c00	6	NO_MATCH	‘ xecrevit 15, 46 re
p038-c00	13	NO_MATCH	- recumbit. 81, 40 n
p038-c00	23	NO_MATCH	recussit, 71, 48 x
p038-c00	38	NO_MATCH	redimit .26, 96 xi
p038-c00	57	NO_MATCH	referió 71, 71 ri
p038-c00	58	NO_MATCH	yefersus v. reversus n
p038-c01	1	NO_MATCH	— 107 -
p038-c01	4	NO_MATCH	jfügit 26, 25° rema
p038-c01	5	NO_MATCH	fügit 20, 99 reme
p038-c01	10	NO_MATCH	(fulsit 72, 6 reme
p038-c01	15	NO_MATCH	'gelat 110, 45 Remi
p038-c01	19	NO_MATCH	‘gio 38, 22 remii
p038-c01	21	NO_MATCH	'gionosus 38, 23 remi:
p038-c01	25	NO_MATCH	'enante in perpetuo Domino remo
p038-c01	36	NO_MATCH	:greditur 44, 52 remu
p038-c01	39	NO_MATCH	:gulus 27, 74 Renn
p038-c01	41	NO_MATCH	à 2,53; 8,31 remu
p038-c01	43	NO_MATCH	à familiantas 35, 97 renat
p038-c01	78	NO_MATCH	"naneipat 44, 22 repe
p038-c02	3	NO_MATCH	net, 30, 43 repenie
p038-c02	18	NO_MATCH	'rat 89, 72 repolit §
p038-c02	45	NO_MATCH	üt 74, 65 repurgat
p038-c02	49	NO_MATCH	us (4, 70% requies
p038-c02	51	NO_MATCH	is (4, 76° requievit
p038-c02	55	NO_MATCH	üt 113, 63 rer 14, ¢
p038-c02	71	NO_MATCH	ND reseiscit
p038-c02	79	NO_MATCH	"alum 9-£, 70°; 100, 44 dixeru
p038-c03	1	NO_MATCH	f
p038-c03	2	NO_MATCH	]
p038-c03	3	NO_MATCH	:
p038-c03	4	NO_MATCH	L
p038-c03	6	NO_MATCH	AT, 85
p038-c03	9	NO_MATCH	ü 71,73
p038-c03	11	NO_MATCH	i, 1
p038-c03	13	NO_MATCH	, 95
p038-c03	47	NO_MATCH	iblica, 5, 67
p038-c03	48	NO_MATCH	(1, 33
p038-c03	55	NO_MATCH	$4
p038-c03	56	NO_MATCH	(S1
p038-c03	60	NO_MATCH	rivatarum $59, 98
p038-c03	65	NO_MATCH	S0, 86
p038-c03	66	NO_MATCH	SQ, 87
p038-c03	70	NO_MATCH	(02, 00
p038-c03	71	NO_MATCH	S8R
p038-c03	73	NO_MATCH	"unt, nobis absenti-
p038-c03	75	NO_MATCH	"unt, nobis inferius
p038-c03	77	NO_MATCH	"unt, nobis praesen-
p038-c03	79	NO_MATCH	a7
p039-c00	1	NO_MATCH	rescripserunt, nobis s
p039-c00	55	NO_MATCH	resuit $3, 57
p039-c01	1	NO_MATCH	uperius , reticula 110, 28
p039-c01	71	NO_MATCH	, revolat 75, 95°
p039-c02	16	NO_MATCH	(rim 14, 64
p039-c02	21	NO_MATCH	"riorum 16,9
p039-c02	75	NO_MATCH	rudis p. puit praes.)
p039-c03	29	NO_MATCH	s
p039-c03	33	NO_MATCH	; sabbato 130, 108
p039-c03	34	NO_MATCH	) sabbatorum 118, 48”; 123,
p039-c03	37	NO_MATCH	> Sabellius 118, 50°
p039-c03	55	NO_MATCH	, Saduceae 120, 11
p039-c03	56	NO_MATCH	; sae 18, 17
p039-c03	61	NO_MATCH	saepenumero, patres cou-
p039-c03	62	NO_MATCH	scripti, 20, 96
p040-c00	2	NO_MATCH	[
p040-c00	25	NO_MATCH	. 124,145;125,07; 121,88 8
p040-c00	35	NO_MATCH	Salubinus (?) 119, 82° 5
p040-c00	45	NO_MATCH	Samaritanus48,6*; 119,31? s
p040-c00	48	NO_MATCH	Samonstralia v. Samothracia E
p040-c00	50	NO_MATCH	Samothracia [se. vasa] 96,26 &
p040-c00	51	NO_MATCH	Samothracia [sc. insula] 96, s
p040-c00	52	NO_MATCH	[ 27 8
p040-c00	53	NO_MATCH	Samsius (?) 119,82; 195,58 s
p040-c00	58	NO_MATCH	! sancit 55, 74 E
p040-c00	66	NO_MATCH	sandalia $9, 39 E
p040-c00	73	NO_MATCH	sanos vos audire vel videre E
p040-c00	78	NO_MATCH	Comm. not. tir.
p040-c01	1	NO_MATCH	—- 0409 -
p040-c01	8	NO_MATCH	ara (v. Sarra, Sarrai) 124, scam
p040-c01	11	NO_MATCH	- 15f, 52 scanc
p040-c01	25	NO_MATCH	ürmatus 86, 5 seelu
p040-c01	29	NO_MATCH	usit $0, 83 scerb
p040-c01	71	NO_MATCH	'caevola 111, 47 scrol
p040-c02	17	NO_MATCH	"um 92, 79 Scyphiu:
p040-c02	27	NO_MATCH	. 106, 61 Secepit
p040-c02	30	NO_MATCH	ihta v. scribilita secessit
p040-c02	40	NO_MATCH	; 82, 66 secunda
p040-c02	70	NO_MATCH	là 19, D sed nt
p040-c02	80	NO_MATCH	ves O1, 86 segnities
p040-c03	1	NO_MATCH	© To, 100
p040-c03	2	NO_MATCH	(11, 97
p040-c03	6	NO_MATCH	(08. BB
p040-c03	11	NO_MATCH	(7, 64*; 96, 55
p040-c03	15	NO_MATCH	rn. Serpio
p040-c03	20	NO_MATCH	;18,9
p040-c03	21	NO_MATCH	, 66
p040-c03	23	NO_MATCH	L1, 10
p040-c03	24	NO_MATCH	(0, 75^
p040-c03	28	NO_MATCH	n OT, 49
p040-c03	37	NO_MATCH	n rerum naturam
p040-c03	38	NO_MATCH	)
p040-c03	43	NO_MATCH	(08, 68^?
p040-c03	45	NO_MATCH	.. 86
p040-c03	47	NO_MATCH	n
p040-c03	48	NO_MATCH	» 4T
p040-c03	49	NO_MATCH	.1, 80
p040-c03	54	NO_MATCH	, 39
p040-c03	57	NO_MATCH	.48
p040-c03	61	NO_MATCH	, 19 )
p040-c03	65	NO_MATCH	o1. 907
p040-c03	74	NO_MATCH	"us S6. 26
p040-c03	75	NO_MATCH	zs '
p040-c03	76	NO_MATCH	L
p041-c00	19	NO_MATCH	seumetrum (i.e. sen
p041-c00	34	NO_MATCH	sempiterna saecula '
p041-c00	41	NO_MATCH	senatus populi plebis
p041-c00	43	NO_MATCH	senatus populus R
p041-c00	45	NO_MATCH	senatus populusque R
p041-c00	71	NO_MATCH	septemvir epulonum
p041-c00	73	NO_MATCH	septemvini capitales
p041-c01	14	NO_MATCH	,16 septuaginta 61, 49
p041-c01	34	NO_MATCH	fj, 13* series 91, 44
p041-c01	40	NO_MATCH	, 90 sero 75, 59
p041-c01	59	NO_MATCH	!sesquilibra 101, 76
p041-c01	60	NO_MATCH	»sessus 50, 94
p041-c01	62	NO_MATCH	, Sestertiarius 40, 86
p041-c01	63	NO_MATCH	! sestertium. 40, 84
p041-c01	65	NO_MATCH	,set 15,47
p041-c01	72	NO_MATCH	seumisti consperamen v. s
p041-c02	1	NO_MATCH	Au —-—
p041-c02	6	NO_MATCH	! sexaginta milia 61, 75
p041-c02	12	NO_MATCH	) — sex partes 60, 78*
p041-c02	17	NO_MATCH	, sextodecimus 61, 24°
p041-c02	22	NO_MATCH	sibà 2, 96
p041-c02	39	NO_MATCH	sicut, 2, 24
p041-c02	40	NO_MATCH	sicutà 2, 25
p041-c02	50	NO_MATCH	signes v. segnis
p041-c02	65	NO_MATCH	, 87 silvester 106, 33
p041-c03	8	NO_MATCH	: simul 39, 34
p041-c03	12	NO_MATCH	! sinapis 92, 82
p041-c03	47	NO_MATCH	Simnas v. Synnas
p041-c03	69	NO_MATCH	; siraphin v. seraphin
p041-c03	71	NO_MATCH	sirieum r. sericum
p041-c03	75	NO_MATCH	]
p042-c00	15	NO_MATCH	sitit (4. e. sitis subst.) 104, 07 s
p042-c00	16	NO_MATCH	; situla 101, 69 sc
p042-c00	54	NO_MATCH	' sollemnis 89, 83 sp
p042-c01	1	NO_MATCH	—— Sly, -
p042-c01	3	NO_MATCH	opotamia (i e. Mesopota- spomt
p042-c01	18	NO_MATCH	roreclatum (?) 98, 63 spum
p042-c02	18	NO_MATCH	us », Sturius stragulur
p042-c02	56	NO_MATCH	) 127, 16; 152, 172. stupet i0
p042-c02	61	NO_MATCH	bod, 81 Sturius 1
p042-c02	64	NO_MATCH	, 83, 32 j suadet 5:
p042-c02	66	NO_MATCH	, 13 suam 8,:
p042-c03	2	NO_MATCH	I, Ba
p042-c03	8	NO_MATCH	, 69
p042-c03	17	NO_MATCH	d, 06
p042-c03	39	NO_MATCH	, 61
p042-c03	44	NO_MATCH	; 48
p042-c03	47	NO_MATCH	a, BE
p042-c03	49	NO_MATCH	, it
p042-c03	64	NO_MATCH	j3
p042-c03	69	NO_MATCH	E
p043-c00	27	NO_MATCH	subideireo r. si idcir
p043-c00	36	NO_MATCH	subitillum v. sorbitil
p043-c01	12	NO_MATCH	subpinnulare rz. subpaenu
p043-c01	26	NO_MATCH	! subpressit 24, 21
p043-c01	27	NO_MATCH	co !subprimit 21, 11
p043-c01	30	NO_MATCH	. subradit 71, 92
p043-c01	36	NO_MATCH	lum — subruit (pf.) 15, 78
p043-c01	45	NO_MATCH	: subsicivum 94, 21
p043-c01	61	NO_MATCH	^ subtemen 99, 18
p043-c01	73	NO_MATCH	(subtraxit 35, 36
p043-c02	1	NO_MATCH	TA as
p043-c02	13	NO_MATCH	lare subvénit 20, 47
p043-c02	47	NO_MATCH	! sudat 70, 28
p043-c02	59	NO_MATCH	Suffonias v. Sophonias
p043-c02	67	NO_MATCH	suggerendo apostolico do
p043-c02	70	NO_MATCH	suggerendo gloriosissimo do.
p043-c03	56	NO_MATCH	supraseripti homines1 22,162
p043-c03	64	NO_MATCH	' sus 8,16
p043-c03	66	NO_MATCH	- suscepit 10, 76
p043-c03	69	NO_MATCH	- suscitat 32, 58
p043-c03	75	NO_MATCH	:
p044-c00	13	NO_MATCH	. sutrinum 83, 61 (i
p044-c00	21	NO_MATCH	E ti
p044-c00	28	NO_MATCH	'syngraphe 76, 45 T
p044-c00	29	NO_MATCH	: Synnadicum 100, 93 T
p044-c00	38	NO_MATCH	t
p044-c00	39	NO_MATCH	m t
p044-c00	40	NO_MATCH	T. t
p044-c00	74	NO_MATCH	. tandem aliquando 4, 21 t
p044-c01	1	NO_MATCH	- 113
p044-c01	8	NO_MATCH	müllum 5, 29 tendi
p044-c01	24	NO_MATCH	aracia (Tarracina?) 83, 93 tenui
p044-c01	28	NO_MATCH	are v. Thare tepef
p044-c01	48	NO_MATCH	auronünia85,66*; 108,31? terra
p044-c01	49	NO_MATCH	‘aurominitanus 85,67; 108, terra
p044-c01	55	NO_MATCH	> 1,18; 18, 22 terre
p044-c02	6	NO_MATCH	. 6, OL testudo
p044-c02	16	NO_MATCH	lerum (7, ¢.Ternodurum) texit. 80,
p044-c02	17	NO_MATCH	, 89 texit. (
p044-c02	20	NO_MATCH	x9 12, 14 textrinun
p044-c02	33	NO_MATCH	, 35; 61,6 theatrum
p044-c02	34	NO_MATCH	cus v, trierarchicus theca 11
p044-c02	39	NO_MATCH	. 48, 99 Theodoti
p044-c02	55	NO_MATCH	(54, 86 this 19,
p044-c02	61	NO_MATCH	.19, 6 thoracat
p044-c02	62	NO_MATCH	[feria 123, 228 thoragat
p044-c02	63	NO_MATCH	. pars 60, 70; 122, 189 thorax f£
p044-c02	70	NO_MATCH	[8,25 Thybris
p044-c03	5	NO_MATCH	, 40
p044-c03	6	NO_MATCH	i1, 51
p044-c03	8	NO_MATCH	“58
p044-c03	12	NO_MATCH	(120, 29; 124, 30
p044-c03	17	NO_MATCH	aes.) SO, 21
p044-c03	31	NO_MATCH	)9
p044-c03	32	NO_MATCH	; 106, 58
p044-c03	42	NO_MATCH	nes L18, 64
p044-c03	44	NO_MATCH	od, 64
p044-c03	47	NO_MATCH	, 86, 66
p044-c03	51	NO_MATCH	(4. 60
p044-c03	52	NO_MATCH	LOG, 13
p044-c03	53	NO_MATCH	), 13
p044-c03	54	NO_MATCH	p dit
p044-c03	56	NO_MATCH	n
p044-c03	62	NO_MATCH	us n, thoracatus
p045-c00	6	NO_MATCH	; Tiberius 38, 82
p045-c00	10	NO_MATCH	: Tiberius Gracchus
p045-c00	20	NO_MATCH	; tibimet ipse 91, 21
p045-c00	26	NO_MATCH	Tietini v. Ectini
p045-c00	27	NO_MATCH	Ticius v. Typhoeu:
p045-c00	31	NO_MATCH	)J tignum 100, 7
p045-c00	37	NO_MATCH	: Timarchides 118, €
p045-c00	53	NO_MATCH	; tinctile 50, 2
p045-c00	55	NO_MATCH	; tinctorium 50,3
p045-c01	2	NO_MATCH	. tondit 95, 25
p045-c01	3	NO_MATCH	‘tonitrum 72, 26
p045-c01	17	NO_MATCH	; tormentum 48, 98
p045-c01	20	NO_MATCH	‘torpidum 56, 99
p045-c01	38	NO_MATCH	! totus orbis 52, 97
p045-c01	59	NO_MATCH	Traiumanus v. Trasun
p045-c01	62	NO_MATCH	), £5 trames 110, 88
p045-c02	1	NO_MATCH	si s
p045-c02	18	NO_MATCH	! transiliit 13, 98
p045-c02	49	NO_MATCH	transverüt 28, 5*
p045-c03	3	NO_MATCH	triarcus v. trierarchus
p045-c03	26	NO_MATCH	Tricipitinus Symphronius
p045-c03	39	NO_MATCH	_triga 112, 75
p045-c03	42	NO_MATCH	(triginta milia 61, 72
p045-c03	58	NO_MATCH	. tritienm 68, 7
p045-c03	66	NO_MATCH	iriumvir reipublicae —con-
p045-c03	71	NO_MATCH	irix'15, 81
p045-c03	72	NO_MATCH	Trix v. Thraex
p045-c03	76	NO_MATCH	i
p046-c00	1	NO_MATCH	trochilia (?) 110, 22 d
p046-c00	13	NO_MATCH	trugila v. truilla tv
p046-c00	31	NO_MATCH	tudit v. tutudit
p046-c00	54	NO_MATCH	[turbat 49, 76 wit
p046-c00	60	NO_MATCH	‘turguet 70, 47 uli
p046-c00	61	NO_MATCH	;turguidus 70, 49 uli
p046-c00	68	NO_MATCH	(turpis 42, 59 uli
p046-c00	75	NO_MATCH	)
p046-c01	1	NO_MATCH	-———- 115 -
p046-c01	27	NO_MATCH	'rrhenum. 113, 83 una £
p046-c01	31	NO_MATCH	una [
p046-c01	32	NO_MATCH	" una }
p046-c01	33	NO_MATCH	U. unaqu
p046-c01	35	NO_MATCH	. 18, 53 unctoi
p046-c01	51	NO_MATCH	'ernun 84, 62 Unelli
p046-c01	56	NO_MATCH	; 15, 82 uniani
p046-c01	59	NO_MATCH	üseitur 89, 88 nnicui
p046-c01	60	NO_MATCH	"us 111, 84 unicus
p046-c01	61	NO_MATCH	"useulum 111, 85 aniget
p046-c02	11	NO_MATCH	à 93, 35; 104, 88 uras 14,
p046-c02	25	NO_MATCH	», 69 usitatum
p046-c02	26	NO_MATCH	, 86 usopum :
p046-c02	33	NO_MATCH	: 80,1 usquequa
p046-c02	47	NO_MATCH	id, 54 uter 6, l
p046-c02	52	NO_MATCH	[ 09, 86 uti adsol
p046-c02	58	NO_MATCH	(5,81 utique 2,
p046-c02	60	NO_MATCH	)9, 100 utitur 24
p046-c02	61	NO_MATCH	"ulus 99, 76 ut opinor
p046-c02	72	NO_MATCH	(emque 5, 94 uuarui 1
p046-c03	2	NO_MATCH	, 8&7
p046-c03	3	NO_MATCH	)
p046-c03	6	NO_MATCH	J
p046-c03	8	NO_MATCH	E
p046-c03	12	NO_MATCH	(95
p046-c03	19	NO_MATCH	)1, 54
p046-c03	26	NO_MATCH	d
p046-c03	34	NO_MATCH	(05, 32
p046-c03	36	NO_MATCH	, 13
p046-c03	37	NO_MATCH	, 75
p046-c03	39	NO_MATCH	, 96
p046-c03	47	NO_MATCH	, 28
p046-c03	53	NO_MATCH	; 88
